author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,videoId,voteCount,sentiment,sentiment_confidence
@tessarivera178,False,Ugw6md_QixYSTdhj6eZ4AaABAg,I've put this song on continuous repeat in the game. I love it. Please i need it on Spotify!!!! ❤❤❤❤❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9983764886856079
@queenofpents3442,False,UgySp4lqQ3jlHFW7XJd4AaABAg,Omg thank you!! Waiting for it to be added spotify! Thiis song is like floating in a field of flowers!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9991581439971924
@fahzy6059,False,UgzBCjIQrb1pTHQ5yK54AaABAg,Add in spotify plsssssssssss 😢😢😢,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9939447045326233
@bahngknow,False,UgxYfxDp-aSn3KM730F4AaABAg,KAPAN ADA DI SPOTIFY😭😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9927576780319214
@Echleon_,False,Ugxy1l-40yJbdt-bMm94AaABAg,"this is so taylor swift love story-coded

whoever the vocalist is I LOVE YOU GIRL",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.5993714928627014
@Zaynesjasmine,False,Ugx-d2VSIeNKAwtUfLZ4AaABAg,i swear this song is giving me Barbie and the diamond castle movie😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9958539009094238
@Sashwiuw,False,UgyBUslSrnLDdrIRvmJ4AaABAg,RELEASE IT ON SPOTIFYYYYY!!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9366967082023621
@reneisabby,False,UgzYl9Ms-OLskJ9_IYZ4AaABAg,I need this on spotify i beg u 😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,4,NEGATIVE,0.9971422553062439
@biutiful-n9p,False,UgxUUUw75uXqodnNt9B4AaABAg,cuz of this song my hand suddenly moved to click wish (unconsciously)😇😇,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9892194867134094
@Emily-qu3ty,False,UgzkJwdnwPhS8do6ijp4AaABAg,This is such a beautiful song 🎶,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9998574256896973
@serenaiana,False,UgwinmAhheWsf1rKDoR4AaABAg,"This is actually soo good, i would stay on the homepage(?) Just to listen to this song while leaving my boys in silent..!!!",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,POSITIVE,0.7252909541130066
@putrik9112,False,Ugz-bRe35BzqEq46xaF4AaABAg,PUT IT ON SPOTIFY PLEASEEEE,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9897375702857971
@KiraIenna,False,Ugwbvvt7VsdVFvrwn_N4AaABAg,I need this on Spotify 🤌😩,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,4,NEGATIVE,0.9960451722145081
@leemiyaoficial,False,UgxTZU7OMXN8aFNo78h4AaABAg,So beautiful 🥺🥹🩷,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.997268557548523
@wangleima5294,False,Ugw62LnCOA1iyNs5B1p4AaABAg,I DESPERATELY NEED THIS ON SPOTIFY PLEASEEEE,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,4,NEGATIVE,0.9898335933685303
@CacaEngene,False,Ugw5v2-5_XykpeiKYMh4AaABAg,Definitely gonna put this song on my wedding,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,3,POSITIVE,0.9994052648544312
@claudiaviscarra5018,False,Ugz4tSgvBy8Lyb0Ftfd4AaABAg,What’s the ñame the song? Please 🙏🏻😍,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9971854090690613
@sushinoodles8036,False,UgwXsvADCLGvhVdAxhd4AaABAg,spotify please!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,POSITIVE,0.9992577433586121
@mii_7093,False,UgyMToEl2u0NXi5A8Bt4AaABAg,Fav song. I want to loop this for an hour,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9647873640060425
@RhianMaeArenal,False,UgyuXSUn29c4Q0sqiyl4AaABAg,This is my new comfort song 🥹🫶,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9986898303031921
@Yumiyuri,False,UgwTtproZe0vCYUyiS54AaABAg,"Realtalk girlies, who's using this for their wedding? :)))",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.6139740943908691
@jlbautista2370,False,UgwXRCtkhWaVUx9ltcN4AaABAg,Spotify pls 😭🛐,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,NEGATIVE,0.9982395172119141
@rm-hr1yx,False,UgxRR8u_J0Y-_6JiIKB4AaABAg,my fav ost so far,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9772466421127319
@kimohai4023,False,UgzvYU-SyKXUgKOQZsB4AaABAg,My favorite 😍,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9997066855430603
@ericanightingale2058,False,Ugwv_LKr-tB4wI5Hr3p4AaABAg,day 2 of asking you to release this on spotify,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9142687916755676
@ggdieseldarling,False,UgwxnE26xPvqYpLoRQ54AaABAg,anyone know the singer? this is so good ❤❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,6,POSITIVE,0.9998548030853271
@EdwardWilson-g5p,False,UgyNIgWyFtc0HyHAa6N4AaABAg,Please please I need it on Spotify 😭😭😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9968061447143555
@vylrose,False,UgwG35MvHrpKPnGn4_p4AaABAg,still wondering how they captured the feeling of Spring so perfectly in this song,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago (edited),0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9994590878486633
@staamps,False,UgzVjQM8hZbNa03zPkd4AaABAg,This is so tinker bell coded??,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9981860518455505
@hiro-hq2bv,False,Ugw9xzSU8baSfMns2Sh4AaABAg,I wanna sing this song with karaoke,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.8925924301147461
@ADWEE,False,UgwCZPYU2dtCoDB0X0d4AaABAg,I'm in love with this song ❤ thank you infold for this beautiful song 🌹,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.999762237071991
@jurarat9461,False,Ugy2prEIsLl7ORC7rE94AaABAg,I WANT KARAOKE VERSIONNNN!!!!!!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9675195217132568
@lurking_in_darkness,False,UgyvvvzvRiQ-t0yMh-J4AaABAg,Barbie and Tinkerbell Vibes T-T  <3 <3,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.8592488169670105
@Lhvsn,False,Ugwk085yapE70z83Eb94AaABAg,Put this on Spotify please so I could hear it every morning,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago (edited),0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,6,POSITIVE,0.88190758228302
@Sademm-sx8fc,False,UgzJzhxWIdXgMSnCDHN4AaABAg,"Hello, all my respect to you. Well, I am one of your fans of this game, and I want you in the next conversation to make the phone a new version, which is 32-bit, because my phone is 32 and the game is 64-bit, and some people have a 32-bit version and some Some people have 64-bit, so I hope that you make both versions, 32-bit and 64-bit, and I hope that you do not make it only 64-bit, and I hope from my heart that you respond to my comment. Thank you. ❤❤❤",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9983152151107788
@yu.know.,False,Ugx0nwl4GjgpMKSDMmB4AaABAg,Does someone know the name of the singer? She did amazing!!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9991270899772644
@ericanightingale2058,False,Ugx4DPPFhxWus89KsDd4AaABAg,RELEASE THIS ON SPOTIFY NOWWW,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.8490976095199585
@seherkrml870,False,Ugxn9y-uVAXjrLlxvaV4AaABAg,Sounds like a disney song,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9952398538589478
@fidiaocxena3194,False,UgztoOuw1dcxcA6R6MN4AaABAg,"Dear Sir/Madam, I have a complaint regarding this gacha system. I had previously chosen my favorite character (Xavier) in the previous gacha but ended up losing (getting Sylus, a character I did not choose). However, why am I now receiving Rafayel? Is this a system error? Because when I checked my gacha points, it shows 1/1, whereas the incorrect choice was Xavier, and I didn't even include Rafayel in my three character choices. I kindly request an improvement in the gacha system, as I am truly disappointed with a game that feels unfair. I hope to receive the character that I was supposed to get.

Please notice me",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9995498061180115
@ThirdEyeTraveller,False,UgyBAHsBhlvAQpUx3Kp4AaABAg,This song is sooo lovely! It's giving princess vibes 🌸✨🧚🏻‍♀,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9997218251228333
@deieudragonian1503,False,Ugzxkgvep4oUJS6_nLZ4AaABAg,"Yo solo quiero agradecerles 🥹 este juego me está sacando de mi depresión, bendito sea Sylus y su apariencia de dragón que me hace sentirme amada y especial 🫰🏻",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.5973383188247681
@renattacabrera677,False,Ugw5EcnKCkviENdofKZ4AaABAg,Release this in Spotify pls ❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.7663146257400513
@elite_band,False,UgyFJWJa3d35M25DI3Z4AaABAg,"The song is amazing, I'm addicted to it",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9998743534088135
@moonlitnight,False,UgzC9NvNlBEdwlOHCIh4AaABAg,Please put this on Spotify 😭🙏,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9976778626441956
@xavie-h,False,UgymdRhyeTIa3KShIQp4AaABAg,I love this one,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9998786449432373
@DemoniActArt,False,UgwsVHkj03kaPSUxB8t4AaABAg,"This song is SO GOOD! I feel im back to my disney princess era, this song plays on repeat in my head. Love you for this

(Infold please, upload Sylus minigame bday event's song and my life is yours)",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago (edited),0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,7,POSITIVE,0.9997084736824036
@Vacancy-h7b,False,UgwPYqJkN_PFzRsn9Yp4AaABAg,I like this song❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9997005462646484
@owxfin,False,UgwN5wsho4WJKLh9-IZ4AaABAg,3:20 'you are the only one' OH MY GOD YES?? I'M ASCENDING,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,12,POSITIVE,0.9143435955047607
@topangadaulton2601,False,Ugw5xNx2L4N7ca6rQfB4AaABAg,Infold PLEASE we need more BGM like this oh my god. Its so beautiful and fun to sing along to 😩😭 i genuinely love this song more than any other bgm in the game,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,10,POSITIVE,0.9990525841712952
@oowsehunn,False,UgwhIhM2eYjTGbaQFbF4AaABAg,girl put this banger on any music platforms,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9979313611984253
@DifaniFani,False,Ugz4Op47z5cZW2hDD754AaABAg,THIS IS SO GOOOOOD?! I CAN HEAR THIS MASTERPIECE 10 TIMES EVERY DAY😭❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9382890462875366
@cluesblues5499,False,Ugz5Mwcm5jltT6cLHmJ4AaABAg,This will be played on my wedding. Changing and using this as an intro bg song whenever I open the game makes me feel in love XD,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9329472184181213
@dc_rats,False,UgywflEJSkfoqyyyitd4AaABAg,when spotify i need this when im ice skateing,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9857206344604492
@ANarrator,False,UgwP_gSahVk4rN293JZ4AaABAg,Need this on apple music sooon badly!!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9996888637542725
@vane...4214,False,Ugyrep5OMPOUNxhv4dp4AaABAg,🌸Imagining that MC sings this song 🗣️💗,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9905617833137512
@TalayHuang,False,UgxLkDXWaaXN94YVent4AaABAg,My favourite one of all the theme songs. ❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9990637898445129
@LunaCilya_59,False,Ugxr6EhoIiAhoqSwN2R4AaABAg,I wonder who is the singer of this song,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9986175298690796
@jksheartbeat6943,False,Ugyo7DMTMx15BsWurKd4AaABAg,I feel healed 🥹,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9638890624046326
@emiliachan5204,False,UgxWxtNf_MMkoByYuXV4AaABAg,THIS IS SO BEAUTIFUL 😭😭😭😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9127348065376282
@emiliachan5204,False,UgzsHxIWmi9p4ibfevJ4AaABAg,Y'all im literally crying rn😭😭😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9959546327590942
@emiliachan5204,False,Ugx8lUd14wVNeZV9ks54AaABAg,i need this on spotify 😭😭😭😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9972844123840332
@endyulai,False,Ugw1MbxXXeHmejl67HB4AaABAg,i love it. Barbie vibes aahh <3,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9995779395103455
@Lemonremy,False,UgyCmxV5VcaXNgfMlLN4AaABAg,"i dont even play this game, I just found this song randomly and its so good lmfao",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,POSITIVE,0.9966737031936646
@safinuriska4024,False,UgxCm_rGwWpsuYVPzeV4AaABAg,This is the best one so far😭❤❤❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9964774250984192
@EvelynnLightwood,False,Ugwdr1gkXEK2-qjcott4AaABAg,One of my fav so far in the game acually ! x),993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9717840552330017
@val_exo,False,UgwKtTal76cXjaapc1J4AaABAg,still not on spotify.......What is WRONG with YOU?!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9996260404586792
@babyGe,False,UgwIZ8PmQg1cWhJpByN4AaABAg,SPOTIFY PLS 🥲,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9975456595420837
@a.u.m.4489,False,UgzKfak0u0y7olx_vod4AaABAg,This song is such a viiiiibe,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9133056998252869
@inkchants,False,UgyHWXxPhSd8nss3am14AaABAg,"3:32 for this line, before I know the lyrics, I keep hearing ""I'll be your best wife."" 😂",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,POSITIVE,0.9986125230789185
